BSE Code,Name
532113,BRIJLAXMI LEASING & FINANCE LT
532123,BSEL ALGO LIMITED
532124,RELIABLE VENTURES INDIA LTD.
532131,TRIUMPH INTERNATIONAL FINANCE
532134,BANK OF BARODA
532140,MOHITE INDUSTRIES LIMITED
532141,ANDHRA CEMENTS LTD.
532143,SKM EGG PRODUCTS EXPORT (INDIA
532144,WELSPUN CORP LIMITED
532145,H.S.INDIA LTD.
532149,BANK OF INDIA
532150,INDRAPRASTHA MEDICAL CORP.LTD.
532154,JOHNSON PHARMACARE LIMITED
532155,GAIL (INDIA) LTD.
532156,VAIBHAV GLOBAL LTD
532159,TRESCON LIMITED
532160,GUJARAT STATE FINANCIAL CORPOR
532162,JK PAPER LTD.
532163,SAREGAMA INDIA LTD.
532164,MINOLTA FINANCE LTD.
532167,OMKAR PHARMACHEM LTD.
532172,Adroit Infotech Limited
532173,CYBERTECH SYSTEMS AND SOFTWARE
532174,ICICI BANK LTD.
532175,CYIENT LIMITED
532178,ENGINEERS INDIA LTD.
532180,DHANLAXMI BANK LIMITED
532181,GUJARAT MINERAL DEVELOPMENT CO
532183,GAYATRI SUGARS LTD.
532187,INDUSIND BANK LTD.
532189,INDIA TOURISM DEVELOPMENT CORP
532209,JAMMU & KASHMIR BANK LTD.
532210,CITY UNION BANK LIMITED
532212,ARCHIES LTD.
532215,AXIS BANK LTD.
532216,HB STOCKHOLDINGS LTD.
532217,CMX HOLDINGS LIMITED
532218,SOUTH INDIAN BANK LTD.
532219,ENERGY DEVELOPMENT COMPANY LTD
532221,SONATA SOFTWARE LTD.
532230,BENGAL TEA & FABRICS LTD.
532234,NATIONAL ALUMINIUM CO.LTD.
532240,INDIA NIPPON ELECTRICALS LTD.
532256,NALWA SONS INVESTMENTS LTD.
532259,APAR INDUSTRIES LTD.
532262,TCI INDUSTRIES LTD.
532268,ACCELYA SOLUTIONS INDIA LIMITE
532271,ORCHASP LIMITED
532275,LANDMARC LEISURE CORPORATION L
532281,HCL TECHNOLOGIES LTD.
532284,TCFC FINANCE LTD.
532285,Geojit Financial Services Limi
532286,JINDAL STEEL LIMITED
532290,BLB LTD.
532296,GLENMARK PHARMACEUTICALS LTD.
532300,WOCKHARDT LTD.
532303,INTEGRATED HITECH LTD.
532304,KJMC CORPORATE ADVISORS (INDIA
532305,IND-SWIFT LABORATORIES LTD.
532309,GE Power India Ltd
532310,SHREE RAMA MULTI-TECH LTD.
532313,MAHINDRA LIFESPACE DEVELOPERS
532315,GROARC INDUSTRIES INDIA LIMITE
532320,VAARAD VENTURES LTD
532321,Zydus Lifesciences Limited
532323,SHIVA CEMENT LTD.
532324,CINEVISTA LTD.
532326,INTENSE TECHNOLOGIES LTD.
532329,DANLAW TECHNOLOGIES INDIA LTD.
532331,AJANTA PHARMA LTD.
532332,CURA TECHNOLOGIES LTD.
532333,HB PORTFOLIO LTD.
532334,HB ESTATE DEVELOPERS LTD.
532339,COMPUCOM SOFTWARE LTD.
532340,OMNI AXS SOFTWARE LTD.
532341,IZMO Limited
532343,TVS MOTOR COMPANY LTD.
532344,MADALA HOLDINGS LIMITED
532348,SUBEX LTD.
532349,TRANSPORT CORPORATION OF INDIA
532350,PADMALAYA TELEFILMS LTD.
532351,AKSH OPTIFIBRE LTD.
532354,Virgo Global Limited
532356,TRIVENI ENGINEERING & INDUSTRI
532359,HIT KIT GLOBAL SOLUTIONS LTD.
532362,NAGPUR POWER & INDUSTRIES LTD.
532365,DYNACONS SYSTEMS & SOLUTIONS L
532366,PNB GILTS LTD.
532368,BRIGHTCOM GROUP LIMITED
532369,RAMCO INDUSTRIES LTD.
532370,RAMCO SYSTEMS LTD.
532371,TATA TELESERVICES (MAHARASHTRA
532372,Virinchi Limited
532373,WEP SOLUTIONS LTD.
532374,STERLITE TECHNOLOGIES LTD.
532375,TIPS MUSIC LIMITED
532376,UMIYA BUILDCON LIMITED
532378,UNIVERSAL ARTS LTD.
532379,FIRST FINTEC LIMITED
532380,BABA ARTS LTD.
532382,BALAJI TELEFILMS LTD.
532384,TYCHE INDUSTRIES LTD.
532386,CALIFORNIA SOFTWARE CO.LTD.
532387,PRITISH NANDY COMMUNICATIONS L
532388,INDIAN OVERSEAS BANK
532390,TAJGVK HOTELS & RESORTS LTD.
532392,CREATIVE EYE LTD.
532395,AXISCADES TECHNOLOGIES LIMITED
532397,KONNDOR INDUSTRIES LIMITED
532398,USHA MARTIN EDUCATION & SOLUTI
532400,BIRLASOFT LIMITED
532402,USG TECH SOLUTIONS LTD.
532404,SAVEN TECHNOLOGIES LTD.
532406,AVANTEL LTD.
532407,MOSCHIP TECHNOLOGIES LIMITED
532408,SIGMA ADVANCED SYSTEMS LIMITED
532410,TRANSCORP INTERNATIONAL LTD.
532413,CEREBRA INTEGRATED TECHNOLOGIE
532416,NEXT MEDIAWORKS LTD.
532419,Smartlink Holdings Limited
532424,GODREJ CONSUMER PRODUCTS LTD.
532425,GENUS PRIME INFRA LIMITED
532430,BF UTILITIES LTD.
532432,UNITED SPIRITS LTD.
532435,SANMIT INFRA LIMITED
532439,OLECTRA GREENTECH LIMITED
532440,MPS LTD.
532443,CERA SANITARYWARE LTD.
532444,T.SPIRITUAL WORLD LTD.
532454,BHARTI AIRTEL LTD.
532455,SHALIMAR WIRES INDUSTRIES LTD.
532456,COMPUAGE INFOCOM LTD.
532457,GULSHAN POLYOLS LTD.
532460,PONNI SUGARS (ERODE) LTD.
532461,PUNJAB NATIONAL BANK
532466,ORACLE FINANCIAL SERVICES SOFT
532467,HAZOOR MULTI PROJECTS LTD.
532468,KAMA HOLDINGS LIMITED
532470,MPF Systems Limited
532475,APTECH LTD.
532477,UNION BANK OF INDIA
532478,UNITED BREWERIES LTD.
532481,NOIDA TOLL BRIDGE COMPANY LTD.
532482,GRANULES INDIA LTD.
532483,CANARA BANK
532485,BALMER LAWRIE INVESTMENTS LTD.
532486,POKARNA LTD.
532488,DIVIS LABORATORIES LTD.
532493,ASTRA MICROWAVE PRODUCTS LTD.
532497,RADICO KHAITAN LTD.
532500,MARUTI SUZUKI INDIA LTD.
532503,RAJAPALAYAM MILLS LTD.
532504,NAVIN FLUORINE INTERNATIONAL L
532505,UCO BANK
532507,B.A.G.FILMS & MEDIA LTD.
532508,JINDAL STAINLESS LTD.
532509,SUPRAJIT ENGINEERING LTD.
532513,TVS ELECTRONICS LTD.
532514,INDRAPRASTHA GAS LTD.
532515,TV TODAY NETWORK LTD.
532521,PALRED TECHNOLOGIES LIMITED
532522,PETRONET LNG LTD.
532523,BIOCON LTD.
532524,PTC INDIA LTD.
532525,BANK OF MAHARASHTRA
532527,RAMKRISHNA FORGINGS LTD.
532528,DATAMATICS GLOBAL SERVICES LTD
532529,NEW DELHI TELEVISION LTD.
532531,STRIDES PHARMA SCIENCE LIMITED
532538,ULTRATECH CEMENT LTD.
532539,UNO Minda Limited
532540,TATA CONSULTANCY SERVICES LTD.
532541,COFORGE LIMITED
532543,GP PETROLEUMS LTD
532548,CENTURY PLYBOARDS (I) LTD.
532553,WELSPUN ENTERPRISES LIMTED
532555,NTPC LTD.
532604,S.A.L.STEEL LTD.
532605,JBM AUTO LTD.
532610,DWARIKESH SUGAR INDUSTRIES LTD
532612,INDOCO REMEDIES LTD.
532613,VIP Clothing Limited
532614,IMPEX FERRO TECH LTD.
532616,XCHANGING SOLUTIONS LTD.
532624,JINDAL PHOTO LTD.
532626,PONDY OXIDES & CHEMICALS LTD.
532627,JAIPRAKASH POWER VENTURES LIMI
532628,3I INFOTECH LTD.
532630,GOKALDAS EXPORTS LTD.
532633,Alldigi Tech Limited
532636,IIFL FINANCE LIMITED
532637,MANGALAM DRUGS & ORGANICS LTD.
532638,SHOPPERS STOP LTD.
532640,CYBER MEDIA (INDIA) LTD.
532641,NANDAN DENIM LIMITED
532642,JSW HOLDINGS LIMITED
532644,J.K.CEMENT LTD.
532645,BEEYU OVERSEAS LTD.
532648,YES BANK LTD.
532649,NECTAR LIFESCIENCES LTD.
532650,MSP STEEL & POWER LTD.
532652,KARNATAKA BANK LTD.
532654,MCLEOD RUSSEL INDIA LTD.
532656,FACOR ALLOYS LTD.
532660,VIVIMED LABS LTD.
532661,RANE (MADRAS) LTD.
532662,HT MEDIA LIMITED
532663,Sasken Technologies Limited
532666,FCS SOFTWARE SOLUTIONS LTD.
532667,SUZLON ENERGY LTD.
532668,AURIONPRO SOLUTIONS LTD.
532670,SHREE RENUKA SUGARS LTD.
532673,K.M.SUGAR MILLS LTD.
532674,BANNARI AMMAN SPINNING MILLS L
532676,PBA INFRASTRUCTURE LTD.
532683,AIA ENGINEERING LTD.
532684,EVEREST KANTO CYLINDER LTD.
532686,KERNEX MICROSYSTEMS (INDIA) LT
532687,REPRO INDIA LTD.
532689,PVR INOX LIMITED
532694,Avio Smart Market Stack Limite
532695,CELEBRITY FASHIONS LTD.
532698,NITIN SPINNERS LTD.
532699,ROYAL ORCHID HOTELS LTD.
532700,ENTERTAINMENT NETWORK (INDIA)
532701,CELLA SPACE LIMITED
532705,JAGRAN PRAKASHAN LTD.
532707,DYNEMIC PRODUCTS LTD.
532708,GVK POWER & INFRASTRUCTURE LTD
532710,SADBHAV ENGINEERING LTD.
532712,RELIANCE COMMUNICATIONS LTD.
532713,SAKUMA EXPORTS LTD.
532714,KEC INTERNATIONAL LTD.
532717,INDO TECH TRANSFORMERS LTD.
532719,B.L.KASHYAP AND SONS LTD.
532720,MAHINDRA & MAHINDRA FINANCIAL
532721,VISA Chrome Limited
532722,NITCO LTD.
532723,MPDL LIMITED
532725,SOLAR INDUSTRIES INDIA LTD.
532726,GALLANTT ISPAT LIMITED
532728,MALU PAPER MILLS LTD.
532729,UTTAM SUGAR MILLS LTD.
532730,STL GLOBAL LTD.
532732,KEWAL KIRAN CLOTHING LTD.
532733,SUN TV NETWORK LTD.
532734,GODAWARI POWER & ISPAT LTD.
532735,R SYSTEMS INTERNATIONAL LTD.
532737,EMKAY GLOBAL FINANCIAL SERVICE
532738,TwamevConstruction and Infrast
532740,LOKESH MACHINES LTD.
532741,Kamdhenu Limited
532742,PAUSHAK LTD.
532744,GTN TEXTILES LTD.
532748,PRIME FOCUS LTD.
532749,ALLCARGO LOGISTICS LTD.
532754,GMR Airports Limited
532755,TECH MAHINDRA LTD.
532756,CIE Automotive India Limited
532757,VOLTAMP TRANSFORMERS LTD.
532759,ATLANTAA LIMITED
532761,HANDSON GLOBAL MANAGEMENT (HGM
532762,ACTION CONSTRUCTION EQUIPMENT
532764,GEECEE VENTURES LIMITED
532767,GAYATRI PROJECTS LTD.
532768,FIEM INDUSTRIES LTD.
532771,JHS SVENDGAARD LABORATORIES LT
532772,DCB BANK LIMITED
532773,GLOBAL VECTRA HELICORP LTD.
532774,Inspirisys Solutions Limited
532775,GTL INFRASTRUCTURE LTD.
532776,SHIVAM AUTOTECH LTD.
532777,INFO EDGE (INDIA) LTD.
532779,TORRENT POWER LTD.
532780,PARSVNATH DEVELOPERS LTD.
532783,LT FOODS LTD.
532784,SOBHA
532785,RUCHIRA PAPERS LTD.
532790,TANLA PLATFORMS LIMITED
532794,ZEE MEDIA CORPORATION LIMITED
532795,Siti Networks Ltd.
532796,LUMAX AUTO TECHNOLOGIES LTD.
532797,AUTOLINE INDUSTRIES LTD.
532798,NETWORK18 MEDIA & INVESTMENTS
532799,HUBTOWN LTD.
532801,CAMBRIDGE TECHNOLOGY ENTERPRIS
532804,TECHNOCRAFT INDUSTRIES (INDIA)
532805,Redington Limited
532806,AI CHAMPDANY INDUSTRIES LTD.
532807,CINELINE INDIA LIMITED
532808,PEARL GLOBAL INDUSTRIES LIMITE
532809,FIRSTSOURCE SOLUTIONS LTD.
532810,POWER FINANCE CORPORATION LTD.
532811,AHLUWALIA CONTRACTS (INDIA) LT
532812,TRANSWARRANTY FINANCE LTD.
532814,INDIAN BANK
532815,SMS PHARMACEUTICALS LTD.
532817,ORIENTAL TRIMEX LTD.
532820,E-Land Apparel Limited
532822,VODAFONE IDEA  LIMITED
532825,JAGJANANI TEXTILES LTD.
532826,RAJ TELEVISION NETWORK LTD.
532827,PAGE INDUSTRIES LTD.
532828,AMD INDUSTRIES LTD.
532829,LEHAR FOOTWEARS LIMITED
532830,ASTRAL LIMITED
532832,EMBASSY DEVELOPMENTS LIMITED
532834,Camlin Fine Sciences Ltd
532835,ICRA LTD.
532839,DISH TV INDIA LTD.
532841,SAHYADRI INDUSTRIES LTD.
532842,SREE RAYALASEEMA HI-STRENGTH H
532843,FORTIS HEALTHCARE LTD.
532845,TGB BANQUETS AND HOTELS LTD.
532847,HILTON METAL FORGING LTD.
532848,DELTA CORP LTD.
532850,MIC ELECTRONICS LTD.
532851,INSECTICIDES (INDIA) LTD.
532853,ASAHI SONGWON COLORS LTD.
532855,HARYANA CAPFIN LTD.
532856,TIME TECHNOPLAST LTD.
532859,HINDUJA GLOBAL SOLUTIONS LTD.
532864,NELCAST LTD.
532867,V2 RETAIL LTD.
532868,DLF LTD.
532869,TARMAT LTD.
532870,ANKIT METAL & POWER LTD.
532872,SUN PHARMA ADVANCED RESEARCH C
532873,HOUSING DEVELOPMENT & INFRASTR
532875,ALLIED DIGITAL SERVICES LTD.
532878,ALPA LABORATORIES LTD.
532880,OMAXE LTD.
532884,REFEX INDUSTRIES LTD.
532885,CENTRAL BANK OF INDIA
532886,SEL MANUFACTURING COMPANY LTD.
532887,Neueon Corporation Limited
532888,ASIAN GRANITO INDIA LTD.
532889,K.P.R.MILL LIMITED
532890,TAKE LIMITED
532891,Puravankara Limited
532892,MOTILAL OSWAL FINANCIAL SERVIC
532893,VTM LTD.
532894,INDOWIND ENERGY LTD.
532895,NAGREEKA CAPITAL & INFRASTRUCT
532896,MAGNUM VENTURES LTD.
532898,POWER GRID CORPORATION OF INDI
532899,KAVERI SEED COMPANY LTD.
532900,PAISALO DIGITAL LIMITED
532902,CONSOLIDATED CONSTRUCTION CONS
532904,SUPREME INFRASTRUCTURE INDIA L
532906,MAAN ALUMINIUM LTD.
532907,IL&FS ENGINEERING AND CONSTRUC
532911,PARLE INDUSTRIES LIMITED
532915,RELIGARE ENTERPRISES LTD.
532916,BARAK VALLEY CEMENTS LTD.
532918,RATHI BARS LTD.
532921,ADANI PORTS AND SPECIAL ECONOM
532922,EDELWEISS FINANCIAL SERVICES L
532923,RENAISSANCE GLOBAL LIMITED
532924,KOLTE-PATIL DEVELOPERS LTD.
532925,KAUSHALYA INFRASTRUCTURE DEVEL
532926,JYOTHY LABS LIMITED
532927,ECLERX SERVICES LTD.
532928,TRANSFORMERS AND RECTIFIERS (I
532929,BRIGADE ENTERPRISES LTD.
532930,BGR ENERGY SYSTEMS LTD.
532931,BURNPUR CEMENT LTD.
532932,MANAKSIA LTD.
532933,PORWAL AUTO COMPONENTS LTD.
532934,PPAP
532935,ARIES AGRO LTD.
532937,KUANTUM PAPERS LTD.
532939,RELIANCE POWER LTD.
532940,J.KUMAR INFRAPROJECTS LTD.
532941,CORDS CABLE INDUSTRIES LTD.
532942,KNR CONSTRUCTIONS LTD.
532944,ONMOBILE
532945,SEPC LIMITED
532946,BANG OVERSEAS LTD.
532947,IRB INFRASTRUCTURE DEVELOPERS
532951,GSS INFOTECH LTD.
532952,NAHAR CAPITAL & FINANCIAL SERV
532953,V-GUARD INDUSTRIES LTD.
532955,REC LIMITED
532957,GOKAK TEXTILES LTD.
532966,TITAGARH RAIL SYSTEMS LIMITED
532967,KIRI INDUSTRIES LTD.
532974,ADITYA BIRLA MONEY LTD.
532975,TELOGICA LIMITED
532976,JAI BALAJI INDUSTRIES LTD.
532977,BAJAJ AUTO LTD.
532978,BAJAJ FINSERV LTD.
532980,GOKUL REFOILS & SOLVENT LTD.
532983,RPG LIFE SCIENCES LTD.
532985,KOTAK MAHINDRA MUTUAL FUND
532986,NIRAJ CEMENT STRUCTURALS LTD.
532989,BAFNA PHARMACEUTICALS LTD.
532992,CHL LTD.
532993,SEJAL GLASS LIMITED
532994,ARCHIDPLY INDUSTRIES LTD.
532998,Lotus Eye Hospital And Institu
533001,SOMI CONVEYOR BELTINGS LTD.
533006,BIRLA COTSYN (INDIA) LTD.
533007,LGB FORGE LTD.
533012,LANDMARK PROPERTY DEVELOPMENT
533014,SICAGEN INDIA LTD.
533022,20 MICRONS LTD.
533023,ZF Commercial Vehicle Control
533029,ALKALI METALS LTD.
533033,ISGEC HEAVY ENGINEERING LTD.
533047,INDIAN METALS & FERRO ALLOYS L
533048,Teamo Productions HQ Limited
533056,VEDAVAAG SYSTEMS LTD.
533080,MOLD-TEK PACKAGING LIMITED
533088,MAHINDRA HOLIDAYS & RESORTS IN
533090,Landsmill Green Limited
533093,RAJ OIL MILLS LTD.
533095,BENGAL & ASSAM COMPANY LTD.
533096,ADANI POWER LTD.
533098,NHPC LTD.
533100,PREMIER ENERGY AND INFRASTRUCT
533104,GLOBUS SPIRITS LTD.
533106,OIL INDIA LTD.
533107,SWAN DEFENCE AND HEAVY INDUSTR
533108,BHILWARA TECHNICAL TEXTILES LT
533110,SHREE PRECOATED STEELS LTD.
533121,EXPLEO SOLUTIONS LIMITED
533122,RATTANINDIA POWER LTD.
533137,DEN NETWORKS LTD
533138,ASTEC LIFESCIENCES LIMITED
533146,D-LINK (INDIA) LTD
533148,JSW ENERGY LTD
533149,Yunik Managing Advisors Limite
533150,GODREJ PROPERTIES LTD
533151,D B CORP LTD
533152,MBL Infrastructure Ltd
533155,JUBILANT FOODWORKS LTD
533156,VASCON ENGINEERS LTD
533158,THANGAMAYIL JEWELLERY LTD
533160,VALOR ESTATE LIMITED
533161,EMMBI INDUSTRIES LTD
533162,HATHWAY CABLE & DATACOM LTD
533164,TEXMO PIPES & PRODUCTS LTD.
533166,SUNDARAM MULTI PAP LTD.
533167,COROMANDEL ENGINEERING COMPANY
533168,ROSSELL INDIA LTD.
533169,MAN INFRACONSTRUCTION LTD.
533170,TAMBOLI INDUSTRIES LIMITED
533172,INVESCO India Gold Exchange Tr
533177,IL&FS TRANSPORTATION NETWORKS
533179,PERSISTENT SYSTEMS LTD.
533181,INTRASOFT TECHNOLOGIES LTD.
533192,KCP SUGAR & INDUSTRIES CORPORA
533193,KIRLOSKAR ELECTRIC COMPANY LTD
533202,SATCHMO HOLDINGS LIMITED
533203,TARAPUR TRANSFORMERS LTD
533206,SJVN LTD
533208,EMAMI PAPER MILLS LTD.
533210,KRITI NUTRIENTS LTD
533212,GKB OPHTHALMICS LTD.
533217,HINDUSTAN MEDIA VENTURES LTD.
533218,EMAMI REALTY LIMITED
533221,ASIAN HOTELS (WEST) LTD.
533227,ASIAN HOTELS (EAST) LTD.
533229,BAJAJ CONSUMER CARE LIMITED
533230,HDFC MUTUAL FUND - HDFC GOLD E
533239,PRAKASH STEELAGE LTD.
533244,ICICI Prudential Gold ETF
533248,GUJARAT PIPAVAV PORT LTD.
533252,WELSPUN INVESTMENTS AND COMMER
533257,INDOSOLAR LTD.
533259,HEALTH X PLATFORM LIMITED
533260,CP CAPITAL LIMITED
533262,RAMKY INFRASTRUCTURE LTD.
533263,ORIENT GREEN POWER COMPANY LTD
533267,CANTABIL RETAIL INDIA LTD.
533268,SEA TV NETWORK LTD.
533269,VA TECH WABAG LTD.
533270,BEDMUTHA INDUSTRIES LTD.
533271,ASHOKA BUILDCON LTD.
533272,JUPITER WAGONS LIMITED
533273,OBEROI REALTY LTD.
533274,PRESTIGE ESTATES PROJECTS LTD.
533275,SHAH METACORP LIMITED
533278,COAL INDIA LTD.
533282,GRAVITA INDIA LTD.
533284,RPP INFRA PROJECTS LTD.
533285,RDB INFRASTRUCTURE AND POWER L
533286,MOIL LTD.
533287,ZEE LEARN LTD.
533289,KESAR TERMINALS & INFRASTRUCTU
533292,A2Z INFRA ENGINEERING LIMITED
533293,KIRLOSKAR OIL ENGINES LTD.
533294,RAVI KUMAR DISTILLERIES LTD.
533295,PUNJAB & SIND BANK
533296,FUTURE MARKET NETWORKS LTD.
533298,SURANA SOLAR LTD.
533301,SHEKHAWATI INDUSTRIES LIMITED
533302,KALYANI INVESTMENT COMPANY LTD
533303,BF INVESTMENT LTD.
533306,SUMMIT SECURITIES LTD.
533316,STEL HOLDINGS LIMITED
533326,TEXMACO RAIL & ENGINEERING LTD
533329,INDIAN TERRAIN FASHIONS LTD.
533333,FINEOTEX CHEMICAL LTD.
533336,DHUNSERI INVESTMENTS LTD.
533339,ZEN TECHNOLOGIES LTD.
533343,LOVABLE LINGERIE LTD.
533344,PTC INDIA FINANCIAL SERVICES L
533385,MOTILAL OSWAL MOST SHARES NASD
533398,MUTHOOT FINANCE LTD.
533407,TRUE GREEN BIO ENERGY LIMITED
533408,Aditya Birla Sun Life Mutual F
533427,VMS INDUSTRIES LTD.
533451,KARMA ENERGY LTD.
533452,DELPHI WORLD MONEY LIMITED
533470,RUSHIL DECOR LTD.
533477,ENKEI WHEELS (INDIA) LTD.
533482,KRIDHAN INFRA LIMITED
533506,INVENTURE GROWTH & SECURITIES
533519,L&T Finance Limited
533520,Indiabulls Limited
533540,TREE HOUSE EDUCATION & ACCESSO
533543,BROOKS LABORATORIES LTD.
533552,RUPA & COMPANY LTD.
533553,T D POWER SYSTEMS LTD.
533570,AXIS MUTUAL FUND - AXIS GOLD E
533573,ALEMBIC PHARMACEUTICALS LTD.
533576,VASWANI INDUSTRIES LTD.
533581,PG ELECTROPLAST LTD.
533602,LESHA INDUSTRIES LTD.
533605,SETUBANDHAN INFRASTRUCTURE LIM
533608,RDB RASAYANS LTD.
533629,TIJARIA POLYPIPES LTD.
533632,ONELIFE CAPITAL ADVISORS LTD.
533638,FLEXITUFF VENTURES INTERNATION
533644,UJAAS ENERGY LIMITED
533655,TRIVENI TURBINE LTD.
533676,INDO THAI SECURITIES LTD.
533704,ESSAR SHIPPING LTD.
533719,LIC MUTUAL FUND - LIC MF GOLD
533758,APL APOLLO TUBES LTD.
533761,GPT INFRAPROJECTS LTD.
533896,FERVENT SYNERGIES LTD.
533941,THOMAS SCOTT (INDIA) LIMITED
533982,TERA SOFTWARE LTD.
534060,PMC FINCORP LIMITED
534063,FUTURISTIC SOLUTIONS LTD.
534064,ALLIANCE INTEGRATED METALIKS L
534076,RHI MAGNESITA INDIA LIMITED
534091,MULTI COMMODITY EXCHANGE OF IN
534139,SCHNEIDER ELECTRIC INFRASTRUCT
534190,OLYMPIC CARDS LTD.
534309,NBCC (India) Limited
534328,HEXA TRADEX LTD.
534338,Max heights Infrastucture Ltd
534369,TRIBHOVANDAS BHIMJI ZAVERI LTD
534392,VARDHMAN SPECIAL STEELS LTD.
534422,LOOKS HEALTH SERVICES LIMITED
534425,SPECIALITY RESTAURANTS LTD.
534532,AURUS GEM CORPORATION LIMITED
534535,STRING METAVERSE LIMITED
534597,RATTANINDIA ENTERPRISES LIMITE
534598,Sampann Utpadan India Limited
534600,JTL INDUSTRIES LIMITED
534612,ADVANCE METERING TECHNOLOGY LT
534615,NORTH EASTERN CARRYING CORPORA
534618,WAAREE RENEWABLE TECHNOLOGIES
534623,JUPITER INFOMEDIA LTD.
534639,VINAYAK POLYCON INTERNATIONAL
534674,Ducon Infratechnologies Ltd
534675,PROZONE REALTY LIMITED
534680,SRG HOUSING FINANCE LTD.
534691,COMFORT COMMOTRADE LTD.
534732,CASPIAN CORPORATE SERVICES LIM
534733,Aerpace Industries Limited
534741,VIRTUAL GLOBAL EDUCATION LTD.
534742,ZUARI AGRO CHEMICALS LTD.
534748,STEEL EXCHANGE INDIA LTD.
534755,TRIO MERCANTILE & TRADING LTD.
534796,CDG PETCHEM LIMITED
534804,CARE Ratings Limited
534809,PC JEWELLER LTD.
534816,INDUS TOWERS LIMITED
534920,iSERA LIFESCIENCES LIMITED
534976,V-MART RETAIL LTD.
535136,NIBE LIMITED
535204,Mukta Agriculture Limited
535205,Mystic Electronics Limited
535267,COMFORT FINCAP LTD.
535276,SBI MUTUAL FUND - SBI ETF SENS
535322,REPCO HOME FINANCE LTD.
535387,LAKHOTIA POLYESTERS (INDIA) LT
535431,GCM SECURITIES LTD
535458,NRB INDUSTRIAL BEARINGS LTD.
535566,KIFS FINANCIAL SERVICES LTD.
535601,SREELEATHERS LTD.
535602,SHARDA MOTOR INDUSTRIES LTD
535621,S V GLOBAL MILL LTD.
535648,JUST DIAL LTD.
535657,OBJECTONE INFORMATION SYSTEMS
535667,INDIA FINSEC LTD.
535693,BRAHMAPUTRA INFRASTRUCTURE LTD
535719,AMPVOLTS LIMITED
535730,KHOOBSURAT LTD
535754,ORIENT CEMENT LTD
535755,Aditya Birla Fashion and Retai
535789,Sammaan Capital Limited
535910,MONEY MASTERS LEASING & FINANC
535916,ALACRITY SECURITIES LTD
535958,Integra Essentia Limited
536073,JULIEN AGRO INFRATECH LIMITED
536264,TIGER LOGISTICS (INDIA) LTD
536493,JK AGRI GENETICS LTD
536507,FUTURE LIFESTYLE FASHIONS LTD
536565,NOVELIX PHARMACEUTICALS LIMITE
536659,PVV Infra Limited
536672,VCU DATA MANAGEMENT LTD
536709,IND Renewable Energy Ltd
536737,AMRAPALI CAPITAL AND FINANCE S
536773,JINDAL POLY INVESTMENT AND FIN
536846,YURANUS INFRASTRUCTURE LTD
536960,MOTILAL OSWAL MUTUAL FUND - MO
536974,CAPTAIN POLYPLAST LTD
537007,ICICI Prudential Nifty ETF
537008,ICICI Prudential Nifty 100 ETF
537069,ARNOLD HOLDINGS LTD
537253,SUNIL HEALTHCARE LTD
537254,JTL DEFENCE LIMITED
537259,SUYOG TELEMATICS LTD
537291,NATH BIO-GENES (INDIA) LTD
537292,AGRI- TECH (INDIA) LTD
537326,CHEMTECH INDUSTRIAL VALVES LTD
537392,Keto Motors Limited
537483,NIPPON INDIA ETF NIFTY 100
537536,DENIS CHEM LAB LTD
537573,POLYMAC THERMOFORMERS LTD
537707,LADDU GOPAL ONLINE SERVICES LI
537708,KOTAK MAHINDRA MUTUAL FUND - K
537709,SHREE HANUMAN SUGAR & INDUSTRI
537750,KIRAN VYAPAR LTD
537766,B.C. POWER CONTROLS LTD
537785,RACE ECO CHAIN LIMITED
537800,MANGALAM INDUSTRIAL FINANCE LT
537820,VIJI FINANCE LTD
537839,HBG HOTELS LIMITED
537840,RAUNAQ INTERNATIONAL LIMITED
537985,INFRONICS SYSTEMS LTD
538057,CPSE ETF
538081,HARIA APPARELS LTD
538092,SHRI VASUPRADA PLANTATIONS LIM
538119,R&B DENIMS LTD
538212,SHARP INVESTMENTS LTD
538268,WONDERLA HOLIDAYS LTD
538273,RESPONSE INFORMATICS LTD
538351,A.F. ENTERPRISES LTD
538365,INCREDIBLE INDUSTRIES LIMITED
538382,WEST LEISURE RESORTS LTD
538395,NAM SECURITIES LTD
538401,MAESTROS ELECTRONICS & TELECOM
538422,JACKSON INVESTMENTS LTD
538446,MONEYBOXX FINANCE LIMITED
538451,WORTH INVESTMENT & TRADING CO
538464,THIRANI PROJECTS LTD
538465,AMARNATH SECURITIES LTD
538476,CAPITAL TRADE LINKS LTD
538520,SHIVAMSHREE BUSINESSES LIMITED
538539,ANNVRRIDHHI VENTURES LIMITED
538540,RAAMA FINANCE LIMITED
538542,GOLD COIN HEALTH FOODS LTD
538546,BANSAL ROOFING PRODUCTS LTD
538556,ARMAN HOLDINGS LTD
538562,SKIPPER LTD
538563,SMT ENGINEERING LIMITED
538564,JAMES WARREN TEA LTD
538565,Vistar Amar Limited
538567,GULF OIL LUBRICANTS INDIA LTD
538568,FRUITION VENTURE LTD
538569,TRIVENI ENTERPRISES LTD
538579,ZINEMA MEDIA AND ENTERTAINMENT
538596,CEMANTIC INFRA-TECH LIMITED
538597,TTI ENTERPRISE LTD
538598,VISHAL FABRICS LTD
538607,TOYAM SPORTS LIMITED
538609,GAJANAN SECURITIES SERVICES LT
